order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
5c4b6f896e003ca0b2a00ac3d1124822,4a7d8adf6241b22f54bab3bc2004ff58,delivered,2018-08-15 00:20:37,2018-08-15 00:30:18,2018-08-15 10:12:00,2018-08-20 11:39:57,2018-08-20 00:00:00,1,dce3d94fd2f5d6d78c586d93faa33646,3f3486b61f45078d4f31ee5e43d8c5bb,2018-08-17 00:30:18,60.0,9.17,malas_acessorios,52.0,560.0,7.0,800.0,30.0,15.0,15.0,4e3d73344415d18b2d8b5bed969aed1b,4857,sao paulo,SP
87a19a09b512b6691a4a97ea5748c501,1f30fd28820ba68532da8229badd7688,delivered,2018-08-16 15:20:09,2018-08-16 15:35:14,2018-08-17 14:06:00,2018-08-25 16:50:48,2018-09-12 00:00:00,1,a8b0dd2c57b49b649373ff5a495a697e,8e8a7ce9f2f970dc00e2acf6f6e199f6,2018-08-20 15:31:06,120.0,37.75,informatica_acessorios,54.0,3675.0,4.0,350.0,17.0,7.0,13.0,cdd96e637805b09f0e2137675298a35b,44033,feira de santana,BA
d7898ccadc85889e683ff908985b3a2e,274954aa98c367e4f6753f89f6374c1e,delivered,2017-03-28 14:40:06,2017-03-28 14:50:16,2017-03-29 14:40:16,2017-04-04 16:06:11,2017-04-17 00:00:00,2,f497ba62f1d6b4f6a3a3266fa8623ad3,6df688df543f90e9b38f4319e75a9d88,2017-04-03 14:50:16,58.2,8.78,beleza_saude,45.0,1276.0,1.0,83.0,13.0,8.0,12.0,a9ff065f56d037ecc6b9a79db8953965,31710,belo horizonte,MG
3902c863a4cc7b325b57a420f8012a0e,862d420e0338df399fda69c18a1ae556,delivered,2017-05-01 10:02:47,2017-05-01 10:10:17,2017-05-04 10:24:59,2017-05-09 11:04:10,2017-05-29 00:00:00,2,aa280035c50ba62c746480a59045eec4,fa40cc5b934574b62717c68f3d678b6d,2017-05-05 10:10:17,39.9,10.83,brinquedos,56.0,678.0,3.0,200.0,16.0,8.0,11.0,ee2c658af2a4b5ecdca87c7897b79026,72445,brasilia,DF
c9ef97d2854afe64a3b4488bc2836af6,0a29abf475fb8039d2775913d6f0b6f0,delivered,2017-08-05 16:59:05,2017-08-08 04:25:34,2017-08-10 16:40:11,2017-08-14 18:13:03,2017-09-06 00:00:00,1,436c8d57ff8d4aa254318e9bd9b48c83,48436dade18ac8b2bce089ec2a041202,2017-08-14 04:25:34,58.9,17.83,cool_stuff,54.0,599.0,6.0,530.0,30.0,9.0,14.0,840f10bde3c94907105e032d9c2fec3b,75903,rio verde,GO
3c12bc6e3b1b88c14e55b9c38fddecf6,0074a15febc9459ab2f999ea0e22c8d6,delivered,2017-11-28 14:43:10,2017-11-30 02:25:53,2017-11-30 17:53:22,2017-12-26 12:09:12,2017-12-21 00:00:00,1,672e757f331900b9deea127a2a7b79fd,e59aa562b9f8076dd550fcddf0e73491,2017-12-06 02:25:53,398.0,27.24,agro_industria_e_comercio,39.0,383.0,1.0,2650.0,30.0,30.0,20.0,526807e2a25ea0db271efcc9fc646db1,29072,vitoria,ES
87230abed36d9ec9a1dafd369948b4df,dd100b331fc16cc3ba9925da41fd5c09,delivered,2018-04-26 17:32:49,2018-04-26 17:52:44,2018-04-30 17:53:00,2018-05-28 19:41:46,2018-05-22 00:00:00,1,f6691c7e7a0c12d28003c97608dfe605,a3a38f4affed601eb87a97788c949667,2018-05-03 17:52:44,195.0,39.42,fashion_roupa_masculina,47.0,1026.0,2.0,950.0,40.0,6.0,40.0,71d5b68149301ba41f0a5445f990e742,29102,vila velha,ES
ae820ecd285ee7d0db7eac6f69049b36,d97fad07a651f184b161908a56958e67,delivered,2018-05-11 13:19:52,2018-05-11 13:37:03,2018-05-15 14:20:00,2018-05-22 21:33:34,2018-06-06 00:00:00,1,e0d64dcfaa3b6db5c54ca298ae101d05,2eb70248d66e0e3ef83659f71b244378,2018-05-17 13:37:03,142.0,18.87,relogios_presentes,35.0,514.0,2.0,4338.0,17.0,12.0,14.0,234d95ca4b3faabb37d79dfb5e85c8ee,86280,urai,PR
6f275c944d1814eca6bfbb2bcfa3b0ea,219f6aa1ddc83ec7dbf2498e664129c1,delivered,2017-01-17 09:15:35,2017-01-19 02:17:31,2017-01-19 09:46:30,2017-01-24 14:31:56,2017-03-01 00:00:00,3,ebb4faacc3b7ade065ff47901900c4e7,4da0e408c99d2fdc2126dc9fce518060,2017-01-21 09:15:35,45.0,15.56,esporte_lazer,46.0,679.0,1.0,5350.0,55.0,15.0,43.0,92dd9c8abb3cfdd902e9528cab9cc3cf,16300,penapolis,SP
db0c4d3804fd0676152a2ac39cf5cc27,45f416cd82ad9c52c6ed085aabf3f203,delivered,2018-07-13 16:11:46,2018-07-13 16:31:26,2018-07-16 14:10:00,2018-07-24 15:52:03,2018-08-02 00:00:00,2,3951784ecfbd4c912d2e02245d8b5e89,2dcf93836ae3ce0d7c93e2f10876467a,2018-07-19 16:25:14,69.9,23.29,utilidades_domesticas,32.0,1172.0,4.0,1200.0,50.0,10.0,15.0,b53a32305dcc5b178680c54604941dda,83602,campo largo,PR
